model,psnr,cossim
virchow_v1,45dB,0.3035562
virchow_v1,45dB,0.28514826
virchow_v1,45dB,-0.059692077
virchow_v1,45dB,0.42321068
virchow_v1,45dB,0.29165456
virchow_v1,45dB,0.36104771
virchow_v1,45dB,0.16445552
virchow_v1,45dB,0.9999819
virchow_v1,45dB,0.28185558
virchow_v1,45dB,0.9999863
virchow_v1,45dB,0.32442138
virchow_v1,45dB,0.35154128
virchow_v1,45dB,0.6118491
virchow_v1,45dB,0.23074275
virchow_v1,45dB,0.4830957
virchow_v1,45dB,0.29632068
virchow_v1,45dB,0.42611772
virchow_v1,45dB,-0.092039965
virchow_v1,45dB,0.5331955
virchow_v1,45dB,0.99998856
virchow_v1,45dB,0.32113627
virchow_v1,45dB,0.34252805
virchow_v1,45dB,-0.02338282
virchow_v1,45dB,0.31636348
virchow_v1,45dB,0.5739667
virchow_v1,45dB,0.39832366
virchow_v1,45dB,0.35522452
virchow_v1,45dB,0.99996835
virchow_v1,45dB,0.57835627
virchow_v1,45dB,0.35176596
virchow_v1,45dB,0.68297356
virchow_v1,45dB,0.19574933
virchow_v1,45dB,0.9999768
virchow_v1,45dB,0.99997103
virchow_v1,45dB,0.27944466
virchow_v1,45dB,0.9999752
virchow_v1,45dB,0.1523016
virchow_v1,45dB,0.9999454
virchow_v1,45dB,0.22764702
virchow_v1,45dB,0.9999868
virchow_v1,45dB,0.7054621
virchow_v1,45dB,0.17618886
virchow_v1,45dB,0.41041556
virchow_v1,45dB,0.99996847
virchow_v1,45dB,0.9999795
virchow_v1,45dB,0.6581957
virchow_v1,45dB,0.99997485
virchow_v1,45dB,0.0027711024
virchow_v1,45dB,0.5778283
virchow_v1,45dB,0.53459615
virchow_v1,45dB,0.5403735
virchow_v1,45dB,0.33948657
virchow_v1,45dB,0.99998134
virchow_v1,45dB,0.43874374
virchow_v1,45dB,0.999983
virchow_v1,45dB,0.27012855
virchow_v1,45dB,0.00086760335
virchow_v1,45dB,0.99970466
virchow_v1,45dB,0.35772783
virchow_v1,45dB,0.24717332
virchow_v1,45dB,0.21290632
virchow_v1,45dB,0.99999046
virchow_v1,45dB,0.25115436
virchow_v1,45dB,0.48004633
virchow_v1,45dB,0.9999848
virchow_v1,45dB,0.11583791
virchow_v1,45dB,0.9999907
virchow_v1,45dB,0.21567336
virchow_v1,45dB,0.9999737
virchow_v1,45dB,0.4486475
virchow_v1,45dB,0.2694487
virchow_v1,45dB,0.2283828
virchow_v1,45dB,0.30132037
virchow_v1,45dB,0.99998677
virchow_v1,45dB,0.2941957
virchow_v1,45dB,0.9999926
virchow_v1,45dB,0.39463133
virchow_v1,45dB,0.68163234
virchow_v1,45dB,0.7498058
virchow_v1,45dB,0.41555536
virchow_v1,45dB,0.9999847
virchow_v1,45dB,0.30279946
virchow_v1,45dB,0.3808132
virchow_v1,45dB,0.14030011
virchow_v1,45dB,0.2549165
virchow_v1,45dB,0.11403223
virchow_v1,45dB,0.6892377
virchow_v1,45dB,0.44664082
virchow_v1,45dB,0.2821637
virchow_v1,45dB,0.99998176
virchow_v1,45dB,0.26892444
virchow_v1,45dB,0.99997413
virchow_v1,45dB,0.3520778
virchow_v1,45dB,0.03701414
virchow_v1,45dB,0.9999715
virchow_v1,45dB,0.27050638
virchow_v1,45dB,0.14216106
virchow_v1,45dB,0.29627332
virchow_v1,45dB,0.21781625
virchow_v1,45dB,0.35349044
virchow_v1,45dB,0.9999629
virchow_v1,45dB,0.1501213
virchow_v1,45dB,0.32845077
virchow_v1,45dB,0.99998736
virchow_v1,45dB,0.99998254
virchow_v1,45dB,0.13176745
virchow_v1,45dB,0.99997634
virchow_v1,45dB,0.31924567
virchow_v1,45dB,0.3360945
virchow_v1,45dB,0.9999821
virchow_v1,45dB,0.999944
virchow_v1,45dB,0.9999702
virchow_v1,45dB,0.42391983
virchow_v1,45dB,0.33723813
virchow_v1,45dB,0.60796505
virchow_v1,45dB,0.29402757
virchow_v1,45dB,0.99999684
virchow_v1,45dB,0.1196777
virchow_v1,45dB,0.47056782
virchow_v1,45dB,0.626873
virchow_v1,45dB,0.9999881
virchow_v1,45dB,0.3602122
virchow_v1,45dB,0.9999802
virchow_v1,45dB,0.5058879
virchow_v1,45dB,0.9999877
virchow_v1,45dB,0.24325663
virchow_v1,45dB,0.48147684
virchow_v1,45dB,0.22342537
virchow_v1,45dB,0.34342963
virchow_v1,45dB,0.41593322
virchow_v1,45dB,0.4309738
virchow_v1,45dB,0.9999787
virchow_v1,45dB,0.9999931
virchow_v1,45dB,0.22953248
virchow_v1,45dB,0.9999846
virchow_v1,45dB,0.99997616
virchow_v1,45dB,0.24862681
virchow_v1,45dB,0.20303506
virchow_v1,45dB,0.9094472
virchow_v1,45dB,0.18910296
virchow_v1,45dB,0.46606618
virchow_v1,45dB,0.99998707
virchow_v1,45dB,0.99994767
virchow_v1,45dB,0.37646693
virchow_v1,45dB,0.05331262
virchow_v1,45dB,0.99996287
virchow_v1,45dB,0.27831867
virchow_v1,45dB,0.18597108
virchow_v1,45dB,0.99998975
virchow_v1,45dB,0.23499006
virchow_v1,45dB,0.23807727
virchow_v1,45dB,0.31758803
virchow_v1,45dB,0.45869607
virchow_v1,45dB,0.3724205
virchow_v1,45dB,0.45762128
virchow_v1,45dB,0.99998766
virchow_v1,45dB,0.45949557
virchow_v1,45dB,0.9999794
virchow_v1,45dB,0.022101838
virchow_v1,45dB,0.2591465
virchow_v1,45dB,0.99997663
virchow_v1,45dB,0.37039822
virchow_v1,45dB,0.45337415
virchow_v1,45dB,0.2503377
virchow_v1,45dB,0.40985048
virchow_v1,45dB,0.24099012
virchow_v1,45dB,0.27857602
virchow_v1,45dB,0.9999917
virchow_v1,45dB,0.4261807
virchow_v1,45dB,0.2625962
virchow_v1,45dB,0.38018686
virchow_v1,45dB,0.2882699
virchow_v1,45dB,0.31024882
virchow_v1,45dB,0.18748362
virchow_v1,45dB,0.99998957
virchow_v1,45dB,0.04276975
virchow_v1,45dB,0.9999839
virchow_v1,45dB,0.99998003
virchow_v1,45dB,0.99997956
virchow_v1,45dB,0.60588604
virchow_v1,45dB,0.16711204
virchow_v1,45dB,0.52744883
virchow_v1,45dB,0.999978
virchow_v1,45dB,0.99998486
virchow_v1,45dB,0.26960173
virchow_v1,45dB,0.99998504
virchow_v1,45dB,0.9999904
virchow_v1,45dB,-0.050307784
virchow_v1,45dB,0.47302976
virchow_v1,45dB,0.17490251
virchow_v1,45dB,0.2993462
virchow_v1,45dB,0.28853408
virchow_v1,45dB,0.9999814
virchow_v1,45dB,0.36940718
virchow_v1,45dB,0.2674339
virchow_v1,45dB,0.2131657
virchow_v1,45dB,0.22040883
virchow_v1,45dB,0.2681478
virchow_v1,45dB,0.27171233
virchow_v1,45dB,0.99998844
virchow_v1,45dB,0.33370113
virchow_v1,45dB,0.38119194
virchow_v1,45dB,0.55658895
virchow_v1,45dB,0.34552383
virchow_v1,45dB,0.9999643
virchow_v1,45dB,0.999981
virchow_v1,45dB,0.35139707
virchow_v1,45dB,0.25560036
virchow_v1,45dB,0.31376386
virchow_v1,45dB,0.9999851
virchow_v1,45dB,0.17112082
virchow_v1,45dB,0.4304632
virchow_v1,45dB,0.41118085
virchow_v1,45dB,0.9999895
virchow_v1,45dB,0.99998945
virchow_v1,45dB,0.37316763
virchow_v1,45dB,0.1098335
virchow_v1,45dB,0.30580994
virchow_v1,45dB,0.40637192
virchow_v1,45dB,0.3039448
virchow_v1,45dB,0.9999761
virchow_v1,45dB,0.26173103
virchow_v1,45dB,0.24586806
virchow_v1,45dB,0.85638714
virchow_v1,45dB,0.9999945
virchow_v1,45dB,0.2900397
virchow_v1,45dB,0.16125548
virchow_v1,45dB,0.999923
virchow_v1,45dB,0.19121504
virchow_v1,45dB,0.25529382
virchow_v1,45dB,0.28717113
virchow_v1,45dB,0.99999124
virchow_v1,45dB,0.4117531
virchow_v1,45dB,0.9999928
virchow_v1,45dB,0.53514886
virchow_v1,45dB,0.9999889
virchow_v1,45dB,0.1869051
virchow_v1,45dB,0.27481326
virchow_v1,45dB,0.9999808
virchow_v1,45dB,0.47399342
virchow_v1,45dB,0.9999732
virchow_v1,45dB,0.99998236
virchow_v1,45dB,0.9999401
virchow_v1,45dB,-0.057520587
virchow_v1,45dB,0.99997544
virchow_v1,45dB,0.9998965
virchow_v1,45dB,0.99998754
virchow_v1,45dB,0.0902838
virchow_v1,45dB,0.6436918
virchow_v1,45dB,0.32184726
virchow_v1,45dB,0.39279157
virchow_v1,45dB,0.27449626
virchow_v1,45dB,0.9999787
virchow_v1,45dB,0.5128126
virchow_v1,45dB,0.14043806
virchow_v1,45dB,0.32616663
virchow_v1,45dB,0.9999464
virchow_v1,45dB,0.28595853
virchow_v1,45dB,0.28889412
virchow_v1,45dB,0.3773993
virchow_v1,45dB,0.99997133
virchow_v1,45dB,0.251631
virchow_v1,45dB,0.49505198
virchow_v1,45dB,0.9999911
virchow_v1,45dB,0.41765314
virchow_v1,45dB,0.21783885
virchow_v1,45dB,0.9999634
virchow_v1,45dB,0.33810058
virchow_v1,45dB,0.27545348
virchow_v1,45dB,0.99997985
virchow_v1,45dB,0.559288
virchow_v1,45dB,0.10341599
virchow_v1,45dB,0.3832766
virchow_v1,45dB,0.28698635
virchow_v1,45dB,0.32421073
virchow_v1,45dB,0.99996793
virchow_v1,45dB,0.9999835
virchow_v1,45dB,0.124590196
virchow_v1,45dB,0.3876865
virchow_v1,45dB,0.99996674
virchow_v1,45dB,0.21469417
virchow_v1,45dB,0.22866355
virchow_v1,45dB,0.078882225
virchow_v1,45dB,0.99998295
virchow_v1,45dB,0.9999496
virchow_v1,45dB,0.99999166
virchow_v1,45dB,0.1684786
virchow_v1,45dB,0.2722383
virchow_v1,45dB,0.9999899
virchow_v1,45dB,0.36931986
virchow_v1,45dB,0.01347912
virchow_v1,45dB,0.562007
virchow_v1,45dB,0.37697735
virchow_v1,45dB,0.31359848
virchow_v1,45dB,0.3031251
virchow_v1,45dB,0.37124503
virchow_v1,45dB,0.9999912
virchow_v1,45dB,-0.008196493
virchow_v1,45dB,0.19470921
virchow_v1,45dB,0.121319994
virchow_v1,45dB,0.99998194
virchow_v1,45dB,0.6024177
virchow_v1,45dB,0.99996567
virchow_v1,45dB,-0.01700442
virchow_v1,45dB,0.2222643
virchow_v1,45dB,0.9999771
virchow_v1,45dB,0.3593632
virchow_v1,45dB,0.99998814
virchow_v1,45dB,0.35171747
virchow_v1,45dB,0.9999799
virchow_v1,45dB,0.35324118
virchow_v1,45dB,0.4990084
virchow_v1,45dB,0.99998975
virchow_v1,45dB,0.40037602
virchow_v1,45dB,0.43709165
virchow_v1,45dB,0.4774069
virchow_v1,45dB,0.43823344
virchow_v1,45dB,0.9999869
virchow_v1,45dB,0.6203115
virchow_v1,45dB,0.9999919
virchow_v1,45dB,0.80828065
virchow_v1,45dB,0.9999824
virchow_v1,45dB,0.38307333
virchow_v1,45dB,0.23120096
virchow_v1,45dB,0.99998945
virchow_v1,45dB,0.521324
virchow_v1,45dB,0.29540527
virchow_v1,45dB,0.99998343
virchow_v1,45dB,0.9999815
virchow_v1,45dB,0.28648323
virchow_v1,45dB,0.41895851
virchow_v1,45dB,0.3438079
virchow_v1,45dB,0.22218336
virchow_v1,45dB,0.28357324
virchow_v1,45dB,0.9999836
virchow_v1,45dB,0.20863517
virchow_v1,45dB,0.15978768
virchow_v1,45dB,0.3589964
virchow_v1,45dB,0.99998605
virchow_v1,45dB,0.06434449
virchow_v1,45dB,0.18276799
virchow_v1,45dB,0.78620267
virchow_v1,45dB,0.22039422
virchow_v1,45dB,0.40158075
virchow_v1,45dB,0.9999924
virchow_v1,45dB,0.9999807
virchow_v1,45dB,0.13934892
virchow_v1,45dB,0.43826392
virchow_v1,45dB,0.2119722
virchow_v1,45dB,0.35880193
virchow_v1,45dB,0.33737892
virchow_v1,45dB,0.99998367
virchow_v1,45dB,0.99997956
virchow_v1,45dB,0.2296502
virchow_v1,45dB,0.2916784
virchow_v1,45dB,0.25843138
virchow_v1,45dB,0.9999851
virchow_v1,45dB,0.22101083
virchow_v1,45dB,0.9999913
virchow_v1,45dB,0.20244908
virchow_v1,45dB,0.99998647
virchow_v1,45dB,0.43805408
virchow_v1,45dB,0.9999872
virchow_v1,45dB,0.33010644
virchow_v1,45dB,0.2462049
virchow_v1,45dB,0.9999852
virchow_v1,45dB,0.12325281
virchow_v1,45dB,0.9999284
virchow_v1,45dB,0.30531994
virchow_v1,45dB,0.6045959
virchow_v1,45dB,0.17526029
virchow_v1,45dB,0.9999761
virchow_v1,45dB,0.2735513
virchow_v1,45dB,0.99999416
virchow_v1,45dB,0.9999728
virchow_v1,45dB,0.9999495
virchow_v1,45dB,0.083785795
virchow_v1,45dB,0.21953234
virchow_v1,45dB,0.17843714
virchow_v1,45dB,0.4597678
virchow_v1,45dB,0.20063089
virchow_v1,45dB,0.40485442
virchow_v1,45dB,0.99998343
virchow_v1,45dB,0.28253722
virchow_v1,45dB,0.16273728
virchow_v1,45dB,0.11628277
virchow_v1,45dB,0.2887973
virchow_v1,45dB,0.99997896
virchow_v1,45dB,0.9999858
virchow_v1,45dB,0.28674525
virchow_v1,45dB,0.24831471
virchow_v1,45dB,0.38796687
virchow_v1,45dB,0.9999921
virchow_v1,45dB,0.99986935
virchow_v1,45dB,0.09617814
virchow_v1,45dB,0.99997604
virchow_v1,45dB,0.13391104
virchow_v1,45dB,0.2633265
virchow_v1,45dB,0.36298358
virchow_v1,45dB,0.353046
virchow_v1,45dB,0.22200847
virchow_v1,45dB,0.24876124
virchow_v1,45dB,0.999989
virchow_v1,45dB,0.9999869
virchow_v1,45dB,0.32118225
virchow_v1,45dB,0.1971994
virchow_v1,45dB,0.23258793
virchow_v1,45dB,0.16199815
virchow_v1,45dB,0.9999871
virchow_v1,45dB,0.26608983
virchow_v1,45dB,0.4012215
virchow_v1,45dB,0.5204124
virchow_v1,45dB,0.9999862
virchow_v1,45dB,0.40846485
virchow_v1,45dB,0.23943919
virchow_v1,45dB,0.4163847
virchow_v1,45dB,0.15174064
virchow_v1,45dB,0.2678401
virchow_v1,45dB,0.27725133
virchow_v1,45dB,0.9999889
virchow_v1,45dB,0.9999839
virchow_v1,45dB,0.99997604
virchow_v1,45dB,0.999987
virchow_v1,45dB,0.25778466
virchow_v1,45dB,0.2548737
virchow_v1,45dB,0.52545065
virchow_v1,45dB,0.99998844
virchow_v1,45dB,0.31377167
virchow_v1,45dB,0.9999819
virchow_v1,45dB,0.3238969
virchow_v1,45dB,0.9999859
virchow_v1,45dB,0.99997187
virchow_v1,45dB,0.37111455
virchow_v1,45dB,0.2912205
virchow_v1,45dB,0.44019255
virchow_v1,45dB,0.34440956
virchow_v1,45dB,0.25998074
virchow_v1,45dB,0.99997514
virchow_v1,45dB,0.38314605
virchow_v1,45dB,0.006208568
virchow_v1,45dB,0.9999577
virchow_v1,45dB,0.28750098
virchow_v1,45dB,0.069627084
virchow_v1,45dB,0.66667706
virchow_v1,45dB,0.31001616
virchow_v1,45dB,0.19540548
virchow_v1,45dB,0.9999856
virchow_v1,45dB,0.24645078
virchow_v1,45dB,0.9999856
virchow_v1,45dB,0.99997616
virchow_v1,45dB,0.5105198
virchow_v1,45dB,0.9999823
virchow_v1,45dB,0.9999835
virchow_v1,45dB,0.5048721
virchow_v1,45dB,0.3835887
virchow_v1,45dB,0.38065407
virchow_v1,45dB,0.26682973
virchow_v1,45dB,0.38885418
virchow_v1,45dB,0.37917554
virchow_v1,45dB,0.40555602
virchow_v1,45dB,0.9999903
virchow_v1,45dB,0.7997272
virchow_v1,45dB,0.9999782
virchow_v1,45dB,0.9999832
virchow_v1,45dB,0.99998814
virchow_v1,45dB,0.32165736
virchow_v1,45dB,0.99996614
virchow_v1,45dB,0.99998957
virchow_v1,45dB,0.34621045
virchow_v1,45dB,0.9999147
virchow_v1,45dB,0.16832712
virchow_v1,45dB,0.5256247
virchow_v1,45dB,0.11353916
virchow_v1,45dB,0.34254095
virchow_v1,45dB,0.36842188
virchow_v1,45dB,0.9999839
virchow_v1,45dB,0.4241933
virchow_v1,45dB,0.9999802
virchow_v1,45dB,0.17789641
virchow_v1,45dB,0.3901905
virchow_v1,45dB,0.99998236
virchow_v1,45dB,0.048928216
virchow_v1,45dB,0.3177768
virchow_v1,45dB,0.9999871
virchow_v1,45dB,0.29561618
virchow_v1,45dB,0.3880093
virchow_v1,45dB,0.84062475
virchow_v1,45dB,0.18513879
virchow_v1,45dB,0.5439834
virchow_v1,45dB,0.34452084
virchow_v1,45dB,0.9999868
virchow_v1,45dB,0.9999904
virchow_v1,45dB,0.3594253
virchow_v1,45dB,0.1648862
virchow_v1,45dB,0.557828
virchow_v1,45dB,0.2665518
virchow_v1,45dB,0.25960857
virchow_v1,45dB,0.25388348
virchow_v1,45dB,0.2444481
virchow_v1,45dB,0.4775217
virchow_v1,45dB,0.99999076
virchow_v1,45dB,0.72725517
virchow_v1,45dB,0.35018882
virchow_v1,45dB,0.19262044
virchow_v1,45dB,0.9999361
virchow_v1,45dB,0.9999884
virchow_v1,45dB,0.44097742
virchow_v1,45dB,0.9999848
virchow_v1,45dB,0.9999829
virchow_v1,45dB,0.2964747
virchow_v1,45dB,0.34078854
virchow_v1,45dB,0.7249622
virchow_v1,45dB,0.35921246
virchow_v1,45dB,0.99999255
virchow_v1,45dB,0.99998146
virchow_v1,45dB,0.34946197
virchow_v1,45dB,0.4439432
virchow_v1,45dB,0.22197549
virchow_v1,45dB,0.9999865
virchow_v1,45dB,0.6257049
virchow_v1,45dB,0.3074569
virchow_v1,45dB,-0.100673065
virchow_v1,45dB,0.11526602
virchow_v1,45dB,0.2018935
virchow_v1,45dB,0.13099596
virchow_v1,45dB,0.27851725
virchow_v1,45dB,0.20081034
virchow_v1,45dB,0.9999908
virchow_v1,45dB,0.99997294
virchow_v1,45dB,0.9999877
virchow_v1,45dB,0.9999727
virchow_v1,45dB,0.99998957
virchow_v1,45dB,0.19230771
virchow_v1,45dB,0.36551338
virchow_v1,45dB,0.9999891
virchow_v1,45dB,0.68979967
virchow_v1,45dB,0.3672294
virchow_v1,45dB,0.14037673
virchow_v1,45dB,0.99998575
virchow_v1,45dB,0.24171188
virchow_v1,45dB,0.99999356
virchow_v1,45dB,0.29932255
virchow_v1,45dB,0.5044487
virchow_v1,45dB,0.35514194
virchow_v1,45dB,-0.04666179
virchow_v1,45dB,0.36442363
virchow_v1,45dB,0.353994
virchow_v1,45dB,0.9999841
virchow_v1,45dB,0.9999908
virchow_v1,45dB,0.53220433
virchow_v1,45dB,0.13073233
virchow_v1,45dB,0.122295775
virchow_v1,45dB,0.24098036
virchow_v1,45dB,0.99997634
virchow_v1,45dB,0.2060039
virchow_v1,45dB,0.15846078
virchow_v1,45dB,0.99999297
virchow_v1,45dB,0.3589524
virchow_v1,45dB,0.99998844
virchow_v1,45dB,0.1958881
virchow_v1,45dB,0.99998367
virchow_v1,45dB,0.99998564
virchow_v1,45dB,0.48203096
virchow_v1,45dB,0.9999802
virchow_v1,45dB,0.10894643
virchow_v1,45dB,0.37311238
virchow_v1,45dB,0.999986
virchow_v1,45dB,0.99998355
virchow_v1,45dB,0.99999
virchow_v1,45dB,0.9999847
virchow_v1,45dB,0.20723546
virchow_v1,45dB,0.051178437
virchow_v1,45dB,0.99998885
virchow_v1,45dB,0.9999866
virchow_v1,45dB,0.19972938
virchow_v1,45dB,0.6431881
virchow_v1,45dB,0.1956742
virchow_v1,45dB,0.18767688
virchow_v1,45dB,0.15176275
virchow_v1,45dB,0.15567759
virchow_v1,45dB,0.9999379
virchow_v1,45dB,0.999964
virchow_v1,45dB,0.31181747
virchow_v1,45dB,0.99997336
virchow_v1,45dB,0.00081204437
virchow_v1,45dB,0.12331344
virchow_v1,45dB,0.20607078
virchow_v1,45dB,0.169601
virchow_v1,45dB,0.29212406
virchow_v1,45dB,0.99998325
virchow_v1,45dB,0.06087465
virchow_v1,45dB,0.9999788
virchow_v1,45dB,0.19733635
virchow_v1,45dB,0.56066215
virchow_v1,45dB,0.26602486
virchow_v1,45dB,0.7074963
virchow_v1,45dB,0.21947601
virchow_v1,45dB,0.9999833
virchow_v1,45dB,0.99995846
virchow_v1,45dB,0.3180191
virchow_v1,45dB,0.45360214
virchow_v1,45dB,0.33398676
virchow_v1,45dB,0.9999762
virchow_v1,45dB,0.99998707
virchow_v1,45dB,0.9999881
virchow_v1,45dB,0.28204024
virchow_v1,45dB,0.32826054
virchow_v1,45dB,0.9999912
virchow_v1,45dB,0.9999943
virchow_v1,45dB,0.19289243
virchow_v1,45dB,0.22289345
virchow_v1,45dB,0.9999894
virchow_v1,45dB,0.99997973
virchow_v1,45dB,0.99998474
virchow_v1,45dB,0.42097533
virchow_v1,45dB,0.5305035
virchow_v1,45dB,0.99998385
virchow_v1,45dB,0.50033164
virchow_v1,45dB,0.15462828
virchow_v1,45dB,0.061642576
virchow_v1,45dB,0.08956581
virchow_v1,45dB,0.48885486
virchow_v1,45dB,0.99998367
virchow_v1,45dB,-0.07877622
virchow_v1,45dB,0.3635049
virchow_v1,45dB,0.79084694
virchow_v1,45dB,0.9999936
virchow_v1,45dB,0.21106252
virchow_v1,45dB,0.35560107
virchow_v1,45dB,0.24310006
virchow_v1,45dB,0.26419976
virchow_v1,45dB,0.26709068
virchow_v1,45dB,0.39578253
virchow_v1,45dB,0.9999818
virchow_v1,45dB,0.9999807
virchow_v1,45dB,0.19615722
virchow_v1,45dB,0.99999255
virchow_v1,45dB,0.9999817
virchow_v1,45dB,0.9999806
virchow_v1,45dB,0.059610624
virchow_v1,45dB,0.3920859
virchow_v1,45dB,0.5148235
virchow_v1,45dB,0.21696681
virchow_v1,45dB,0.34863362
virchow_v1,45dB,0.9999614
virchow_v1,45dB,0.3054853
virchow_v1,45dB,0.54674554
virchow_v1,45dB,0.9999634
virchow_v1,45dB,0.55722994
virchow_v1,45dB,0.99997914
virchow_v1,45dB,0.24011724
virchow_v1,45dB,0.29547268
virchow_v1,45dB,0.30280706
virchow_v1,45dB,0.99998534
virchow_v1,45dB,0.3779267
virchow_v1,45dB,0.99996495
virchow_v1,45dB,0.46712235
virchow_v1,45dB,0.999979
virchow_v1,45dB,0.09030748
virchow_v1,45dB,0.43871766
virchow_v1,45dB,0.24459605
virchow_v1,45dB,0.758982
virchow_v1,45dB,0.99998057
virchow_v1,45dB,0.58643216
virchow_v1,45dB,0.99996537
virchow_v1,45dB,0.9999931
virchow_v1,45dB,0.9999737
virchow_v1,45dB,0.9999869
virchow_v1,45dB,0.9999635
virchow_v1,45dB,0.19421752
virchow_v1,45dB,0.7193427
virchow_v1,45dB,0.99997723
virchow_v1,45dB,0.99997485
virchow_v1,45dB,0.61754495
virchow_v1,45dB,0.9999865
virchow_v1,45dB,0.8589085
virchow_v1,45dB,0.99998677
virchow_v1,45dB,0.49923941
virchow_v1,45dB,0.33028978
virchow_v1,45dB,0.9999871
virchow_v1,45dB,0.06615202
virchow_v1,45dB,0.16819537
virchow_v1,45dB,0.9999861
virchow_v1,45dB,0.33319584
virchow_v1,45dB,0.1987684
virchow_v1,45dB,0.9999594
virchow_v1,45dB,0.5796259
virchow_v1,45dB,0.29353723
virchow_v1,45dB,0.20252721
virchow_v1,45dB,0.55859864
virchow_v1,45dB,0.0052826237
virchow_v1,45dB,0.27445403
virchow_v1,45dB,0.4926104
virchow_v1,45dB,0.30467016
virchow_v1,45dB,0.9999119
virchow_v1,45dB,0.16769674
virchow_v1,45dB,0.30719477
virchow_v1,45dB,0.9999791
virchow_v1,45dB,0.9999852
virchow_v1,45dB,0.99997836
virchow_v1,45dB,0.28938356
virchow_v1,45dB,0.2360279
virchow_v1,45dB,0.9999349
virchow_v1,45dB,0.44898
virchow_v1,45dB,0.40907764
virchow_v1,45dB,0.24483834
virchow_v1,45dB,0.30887476
virchow_v1,45dB,0.44757426
virchow_v1,45dB,0.732296
virchow_v1,45dB,0.9999878
virchow_v1,45dB,0.43984354
virchow_v1,45dB,0.9999897
virchow_v1,45dB,0.9999754
virchow_v1,45dB,0.999962
virchow_v1,45dB,0.35359275
virchow_v1,45dB,0.29367134
virchow_v1,45dB,0.32000124
virchow_v1,45dB,0.99998915
virchow_v1,45dB,0.25883773
virchow_v1,45dB,0.24113838
virchow_v1,45dB,0.22033022
virchow_v1,45dB,0.3414361
virchow_v1,45dB,0.99997926
virchow_v1,45dB,0.46575195
virchow_v1,45dB,0.39076692
virchow_v1,45dB,0.08618753
virchow_v1,45dB,0.36464816
virchow_v1,45dB,0.29542536
virchow_v1,45dB,0.9999924
virchow_v1,45dB,0.7277687
virchow_v1,45dB,0.99998856
virchow_v1,45dB,0.99989945
virchow_v1,45dB,0.9999896
virchow_v1,45dB,0.9999908
virchow_v1,45dB,0.69551265
virchow_v1,45dB,0.23180085
virchow_v1,45dB,0.99995035
virchow_v1,45dB,0.999974
virchow_v1,45dB,0.99996746
virchow_v1,45dB,0.9999824
virchow_v1,45dB,0.9999738
virchow_v1,45dB,0.9999808
virchow_v1,45dB,0.33823904
virchow_v1,45dB,0.2430419
virchow_v1,45dB,0.9999847
virchow_v1,45dB,0.35158464
virchow_v1,45dB,-0.0516268
virchow_v1,45dB,0.4985864
virchow_v1,45dB,0.20882364
virchow_v1,45dB,0.9999921
virchow_v1,45dB,0.6530628
virchow_v1,45dB,0.9999943
virchow_v1,45dB,0.41679186
virchow_v1,45dB,0.9999716
virchow_v1,45dB,0.38404104
virchow_v1,45dB,0.99999344
virchow_v1,45dB,0.9999809
virchow_v1,45dB,0.9999687
virchow_v1,45dB,-0.043187242
virchow_v1,45dB,0.99999005
virchow_v1,45dB,0.3596933
virchow_v1,45dB,0.34556425
virchow_v1,45dB,0.99998176
virchow_v1,45dB,0.27747524
virchow_v1,45dB,0.63612366
virchow_v1,45dB,0.99998754
virchow_v1,45dB,0.24466611
virchow_v1,45dB,0.45742637
virchow_v1,45dB,0.9999831
virchow_v1,45dB,0.999957
virchow_v1,45dB,0.35188752
virchow_v1,45dB,0.99998933
virchow_v1,45dB,0.99997747
virchow_v1,45dB,0.2983757
virchow_v1,45dB,0.29441023
virchow_v1,45dB,0.7757064
virchow_v1,45dB,0.99999344
virchow_v1,45dB,0.40124223
virchow_v1,45dB,0.3253047
virchow_v1,45dB,0.3409329
virchow_v1,45dB,0.999985
virchow_v1,45dB,0.51881015
virchow_v1,45dB,0.9999878
virchow_v1,45dB,0.9999863
virchow_v1,45dB,0.99998814
virchow_v1,45dB,0.2759336
virchow_v1,45dB,0.3132321
virchow_v1,45dB,0.5556984
virchow_v1,45dB,0.21327138
virchow_v1,45dB,0.9999892
virchow_v1,45dB,0.5779264
virchow_v1,45dB,0.44023955
virchow_v1,45dB,0.10340057
virchow_v1,45dB,0.9999632
virchow_v1,45dB,0.38044402
virchow_v1,45dB,0.18526492
virchow_v1,45dB,0.26171443
virchow_v1,45dB,0.27684796
virchow_v1,45dB,0.36725435
virchow_v1,45dB,0.3039725
virchow_v1,45dB,0.5289023
virchow_v1,45dB,0.9999938
virchow_v1,45dB,0.26278067
virchow_v1,45dB,0.99999285
virchow_v1,45dB,0.8002561
virchow_v1,45dB,0.15184422
virchow_v1,45dB,0.3999401
virchow_v1,45dB,0.17036484
virchow_v1,45dB,0.31972337
virchow_v1,45dB,0.999994
virchow_v1,45dB,0.56180155
virchow_v1,45dB,0.30194032
virchow_v1,45dB,0.9999767
virchow_v1,45dB,0.13909417
virchow_v1,45dB,0.9999908
virchow_v1,45dB,0.9999727
virchow_v1,45dB,0.34538576
virchow_v1,45dB,0.23951872
virchow_v1,45dB,0.31597906
virchow_v1,45dB,0.2965907
virchow_v1,45dB,0.23424108
virchow_v1,45dB,0.9999837
virchow_v1,45dB,0.07557333
