model,psnr,cossim
uni_v1,40dB,0.074669324
uni_v1,40dB,0.040050853
uni_v1,40dB,0.20099041
uni_v1,40dB,0.019840695
uni_v1,40dB,-0.006124138
uni_v1,40dB,0.018867347
uni_v1,40dB,0.23155859
uni_v1,40dB,-0.03516367
uni_v1,40dB,-0.19934772
uni_v1,40dB,-0.107582115
uni_v1,40dB,0.10798131
uni_v1,40dB,0.24250685
uni_v1,40dB,0.18083158
uni_v1,40dB,0.102412485
uni_v1,40dB,0.19572306
uni_v1,40dB,0.2092571
uni_v1,40dB,-0.24480519
uni_v1,40dB,0.056193493
uni_v1,40dB,0.09703077
uni_v1,40dB,0.094883434
uni_v1,40dB,-0.12570505
uni_v1,40dB,0.18958262
uni_v1,40dB,0.2506772
uni_v1,40dB,0.07135079
uni_v1,40dB,-0.053270068
uni_v1,40dB,0.2775219
uni_v1,40dB,0.32275707
uni_v1,40dB,0.060697433
uni_v1,40dB,0.026510613
uni_v1,40dB,0.34552565
uni_v1,40dB,-0.17155826
uni_v1,40dB,0.1614086
uni_v1,40dB,-0.03265989
uni_v1,40dB,0.17220874
uni_v1,40dB,0.09834576
uni_v1,40dB,0.30852884
uni_v1,40dB,0.054691155
uni_v1,40dB,0.057817005
uni_v1,40dB,0.083974
uni_v1,40dB,0.34570134
uni_v1,40dB,0.058126546
uni_v1,40dB,-0.044973608
uni_v1,40dB,0.079423755
uni_v1,40dB,0.15459675
uni_v1,40dB,0.115384236
uni_v1,40dB,-0.12391396
uni_v1,40dB,0.16832492
uni_v1,40dB,-0.02074129
uni_v1,40dB,-0.011471212
uni_v1,40dB,-0.1871603
uni_v1,40dB,0.027535804
uni_v1,40dB,0.04916074
uni_v1,40dB,0.019238964
uni_v1,40dB,0.025119938
uni_v1,40dB,0.23452224
uni_v1,40dB,0.20525464
uni_v1,40dB,0.1516049
uni_v1,40dB,0.16062707
uni_v1,40dB,0.2397562
uni_v1,40dB,0.07824807
uni_v1,40dB,0.285145
uni_v1,40dB,0.008201713
uni_v1,40dB,0.17794123
uni_v1,40dB,0.04438834
uni_v1,40dB,0.10332663
uni_v1,40dB,0.18492246
uni_v1,40dB,0.24448097
uni_v1,40dB,0.13821039
uni_v1,40dB,0.13820168
uni_v1,40dB,0.024871655
uni_v1,40dB,0.17850175
uni_v1,40dB,0.21799695
uni_v1,40dB,0.21073246
uni_v1,40dB,0.309848
uni_v1,40dB,0.2451073
uni_v1,40dB,0.09072044
uni_v1,40dB,0.22087282
uni_v1,40dB,-0.036498606
uni_v1,40dB,-0.018975034
uni_v1,40dB,0.2760354
uni_v1,40dB,0.22756916
uni_v1,40dB,0.17348357
uni_v1,40dB,0.20353334
uni_v1,40dB,-0.06980606
uni_v1,40dB,0.17927223
uni_v1,40dB,0.11110955
uni_v1,40dB,0.14774202
uni_v1,40dB,0.06358361
uni_v1,40dB,0.05549084
uni_v1,40dB,-0.047455505
uni_v1,40dB,-0.07735109
uni_v1,40dB,0.33617833
uni_v1,40dB,0.17171511
uni_v1,40dB,0.022387818
uni_v1,40dB,0.24324831
uni_v1,40dB,-0.30786252
uni_v1,40dB,0.28323948
uni_v1,40dB,0.03185815
uni_v1,40dB,0.10091031
uni_v1,40dB,0.25641048
uni_v1,40dB,0.22220583
uni_v1,40dB,0.14810558
uni_v1,40dB,0.25235027
uni_v1,40dB,0.1711433
uni_v1,40dB,0.35210714
uni_v1,40dB,0.09136647
uni_v1,40dB,0.069432996
uni_v1,40dB,0.17896184
uni_v1,40dB,0.11178946
uni_v1,40dB,0.13063605
uni_v1,40dB,0.10758767
uni_v1,40dB,0.44014704
uni_v1,40dB,0.006226744
uni_v1,40dB,0.21661285
uni_v1,40dB,0.032716557
uni_v1,40dB,-0.041866623
uni_v1,40dB,0.11904492
uni_v1,40dB,0.05784905
uni_v1,40dB,0.19649515
uni_v1,40dB,-0.011515941
uni_v1,40dB,0.020273622
uni_v1,40dB,-0.06501127
uni_v1,40dB,0.18485226
uni_v1,40dB,0.41032204
uni_v1,40dB,-0.24450682
uni_v1,40dB,0.20225884
uni_v1,40dB,0.37543544
uni_v1,40dB,-0.0025374424
uni_v1,40dB,0.117542855
uni_v1,40dB,0.31742114
uni_v1,40dB,0.32707846
uni_v1,40dB,0.056687813
uni_v1,40dB,0.18288004
uni_v1,40dB,0.26065102
uni_v1,40dB,0.4639483
uni_v1,40dB,0.0007342305
uni_v1,40dB,0.053980656
uni_v1,40dB,0.08179058
uni_v1,40dB,-0.07883596
uni_v1,40dB,0.5477787
uni_v1,40dB,-0.07571162
uni_v1,40dB,-0.19374774
uni_v1,40dB,0.3015614
uni_v1,40dB,0.40860996
uni_v1,40dB,-0.033155855
uni_v1,40dB,0.037858985
uni_v1,40dB,0.2695471
uni_v1,40dB,0.12751941
uni_v1,40dB,0.05198266
uni_v1,40dB,0.21508253
uni_v1,40dB,0.07280145
uni_v1,40dB,0.22704205
uni_v1,40dB,0.38910303
uni_v1,40dB,0.13456142
uni_v1,40dB,-0.10890708
uni_v1,40dB,-0.0585043
uni_v1,40dB,0.11850345
uni_v1,40dB,0.2347512
uni_v1,40dB,0.31779605
uni_v1,40dB,0.036246784
uni_v1,40dB,-0.08489576
uni_v1,40dB,0.12951958
uni_v1,40dB,0.21242401
uni_v1,40dB,0.31273863
uni_v1,40dB,0.116176605
uni_v1,40dB,0.17074735
uni_v1,40dB,0.10860496
uni_v1,40dB,0.085512206
uni_v1,40dB,0.15462694
uni_v1,40dB,0.25452074
uni_v1,40dB,0.26343015
uni_v1,40dB,0.10367991
uni_v1,40dB,-0.0038563954
uni_v1,40dB,0.08935125
uni_v1,40dB,-0.034884736
uni_v1,40dB,0.006184512
uni_v1,40dB,0.12895514
uni_v1,40dB,0.088968895
uni_v1,40dB,0.30109578
uni_v1,40dB,0.2393257
uni_v1,40dB,0.11184454
uni_v1,40dB,0.013153363
uni_v1,40dB,-0.22609273
uni_v1,40dB,-0.07339622
uni_v1,40dB,0.28243566
uni_v1,40dB,0.041053407
uni_v1,40dB,0.02650978
uni_v1,40dB,0.16772237
uni_v1,40dB,0.08351757
uni_v1,40dB,0.029643271
uni_v1,40dB,0.104793616
uni_v1,40dB,0.14402218
uni_v1,40dB,0.049430244
uni_v1,40dB,0.27250433
uni_v1,40dB,0.15801688
uni_v1,40dB,0.13834628
uni_v1,40dB,0.056965448
uni_v1,40dB,0.050695628
uni_v1,40dB,0.1947313
uni_v1,40dB,0.05667783
uni_v1,40dB,0.424689
uni_v1,40dB,0.03897182
uni_v1,40dB,-0.15663703
uni_v1,40dB,0.08853961
uni_v1,40dB,0.22148338
uni_v1,40dB,0.14740317
uni_v1,40dB,0.08068062
uni_v1,40dB,-0.23377311
uni_v1,40dB,0.20114762
uni_v1,40dB,0.12725823
uni_v1,40dB,-0.19904539
uni_v1,40dB,0.22579522
uni_v1,40dB,0.05594849
uni_v1,40dB,0.0076010586
uni_v1,40dB,0.10193488
uni_v1,40dB,0.05816083
uni_v1,40dB,0.177573
uni_v1,40dB,0.02547082
uni_v1,40dB,0.03905586
uni_v1,40dB,0.010485957
uni_v1,40dB,0.21308155
uni_v1,40dB,0.14050922
uni_v1,40dB,0.09583731
uni_v1,40dB,0.14372219
uni_v1,40dB,0.14357331
uni_v1,40dB,0.036099322
uni_v1,40dB,0.04816016
uni_v1,40dB,0.053401493
uni_v1,40dB,0.19390115
uni_v1,40dB,0.008824335
uni_v1,40dB,-0.18414699
uni_v1,40dB,0.100102685
uni_v1,40dB,0.0663937
uni_v1,40dB,0.11416603
uni_v1,40dB,-0.043745533
uni_v1,40dB,0.29356292
uni_v1,40dB,0.112261154
uni_v1,40dB,0.0812687
uni_v1,40dB,0.0008023102
uni_v1,40dB,0.052925747
uni_v1,40dB,-0.08968249
uni_v1,40dB,0.2325325
uni_v1,40dB,0.17340094
uni_v1,40dB,0.18008535
uni_v1,40dB,0.032400183
uni_v1,40dB,0.21677439
uni_v1,40dB,0.23298085
uni_v1,40dB,-0.23135604
uni_v1,40dB,0.031830985
uni_v1,40dB,0.12108746
uni_v1,40dB,0.1385405
uni_v1,40dB,0.13236168
uni_v1,40dB,0.106121674
uni_v1,40dB,-0.018467057
uni_v1,40dB,0.10059129
uni_v1,40dB,-0.07724581
uni_v1,40dB,0.105651654
uni_v1,40dB,0.16737506
uni_v1,40dB,0.21065933
uni_v1,40dB,0.0036783433
uni_v1,40dB,0.113800816
uni_v1,40dB,0.13188565
uni_v1,40dB,0.06879612
uni_v1,40dB,0.20044005
uni_v1,40dB,0.25204057
uni_v1,40dB,0.1288935
uni_v1,40dB,0.23502405
uni_v1,40dB,-0.1482623
uni_v1,40dB,-0.05875402
uni_v1,40dB,0.021905083
uni_v1,40dB,0.34309232
uni_v1,40dB,0.10644646
uni_v1,40dB,-0.05304935
uni_v1,40dB,-0.12257323
uni_v1,40dB,0.19725642
uni_v1,40dB,0.09731562
uni_v1,40dB,0.10470889
uni_v1,40dB,0.0056830444
uni_v1,40dB,0.023418196
uni_v1,40dB,0.19862422
uni_v1,40dB,0.28120735
uni_v1,40dB,0.22720312
uni_v1,40dB,0.20821077
uni_v1,40dB,0.20386586
uni_v1,40dB,0.39390707
uni_v1,40dB,-0.013941704
uni_v1,40dB,0.06713844
uni_v1,40dB,0.13173147
uni_v1,40dB,0.1257399
uni_v1,40dB,0.12918396
uni_v1,40dB,0.032830264
uni_v1,40dB,0.15041757
uni_v1,40dB,0.1625553
uni_v1,40dB,0.11436723
uni_v1,40dB,0.01782537
uni_v1,40dB,0.29421306
uni_v1,40dB,0.13769498
uni_v1,40dB,-0.14123294
uni_v1,40dB,0.13991112
uni_v1,40dB,0.13927267
uni_v1,40dB,0.17112093
uni_v1,40dB,0.051566325
uni_v1,40dB,0.42734998
uni_v1,40dB,0.07783755
uni_v1,40dB,0.274706
uni_v1,40dB,0.2133288
uni_v1,40dB,0.078814805
uni_v1,40dB,-0.020757115
uni_v1,40dB,0.17241162
uni_v1,40dB,0.04919153
uni_v1,40dB,-0.18470831
uni_v1,40dB,0.14799824
uni_v1,40dB,0.053197935
uni_v1,40dB,-0.098381296
uni_v1,40dB,0.09035038
uni_v1,40dB,0.17065063
uni_v1,40dB,0.050860655
uni_v1,40dB,0.13346729
uni_v1,40dB,0.019996816
uni_v1,40dB,-0.045001857
uni_v1,40dB,0.12013269
uni_v1,40dB,0.20964795
uni_v1,40dB,-0.017438598
uni_v1,40dB,0.035467353
uni_v1,40dB,0.11706434
uni_v1,40dB,0.0279314
uni_v1,40dB,-0.07286932
uni_v1,40dB,0.2751206
uni_v1,40dB,0.014906332
uni_v1,40dB,0.20492992
uni_v1,40dB,-0.029230239
uni_v1,40dB,0.072927766
uni_v1,40dB,0.24380776
uni_v1,40dB,-0.01117813
uni_v1,40dB,-0.24703243
uni_v1,40dB,0.194615
uni_v1,40dB,0.22977003
uni_v1,40dB,-0.08962223
uni_v1,40dB,0.05415744
uni_v1,40dB,0.29417762
uni_v1,40dB,-0.38579446
uni_v1,40dB,0.0040660696
uni_v1,40dB,0.119949296
uni_v1,40dB,0.053557146
uni_v1,40dB,0.13173622
uni_v1,40dB,0.11691994
uni_v1,40dB,-0.018243529
uni_v1,40dB,0.032951545
uni_v1,40dB,0.21464157
uni_v1,40dB,0.016749755
uni_v1,40dB,-0.15053901
uni_v1,40dB,0.3300789
uni_v1,40dB,-0.08432323
uni_v1,40dB,0.08376011
uni_v1,40dB,0.1321998
uni_v1,40dB,0.36492863
uni_v1,40dB,0.07505162
uni_v1,40dB,0.093733974
uni_v1,40dB,0.3307843
uni_v1,40dB,0.2477829
uni_v1,40dB,0.014000393
uni_v1,40dB,0.12979734
uni_v1,40dB,-0.025944877
uni_v1,40dB,0.09788252
uni_v1,40dB,0.01896282
uni_v1,40dB,0.14190322
uni_v1,40dB,0.14442049
uni_v1,40dB,-0.083416514
uni_v1,40dB,0.02026767
uni_v1,40dB,0.05047994
uni_v1,40dB,0.1786824
uni_v1,40dB,-0.15593357
uni_v1,40dB,0.0033071304
uni_v1,40dB,0.06803485
uni_v1,40dB,0.21306637
uni_v1,40dB,0.23042803
uni_v1,40dB,0.18125047
uni_v1,40dB,-0.16830198
uni_v1,40dB,0.15947004
uni_v1,40dB,0.22172269
uni_v1,40dB,-0.03551279
uni_v1,40dB,0.07269706
uni_v1,40dB,0.11186577
uni_v1,40dB,0.20149879
uni_v1,40dB,0.084717736
uni_v1,40dB,0.14704485
uni_v1,40dB,0.1130804
uni_v1,40dB,0.16058163
uni_v1,40dB,0.19788682
uni_v1,40dB,0.49873018
uni_v1,40dB,0.4090783
uni_v1,40dB,-0.00053624064
uni_v1,40dB,0.36357674
uni_v1,40dB,0.18728247
uni_v1,40dB,0.124574795
uni_v1,40dB,-0.017760845
uni_v1,40dB,0.31447813
uni_v1,40dB,0.25034037
uni_v1,40dB,-0.37785256
uni_v1,40dB,-0.042807803
uni_v1,40dB,0.120576665
uni_v1,40dB,0.043502543
uni_v1,40dB,0.019010903
uni_v1,40dB,0.2982518
uni_v1,40dB,0.06777426
uni_v1,40dB,0.11375189
uni_v1,40dB,0.028390963
uni_v1,40dB,0.15453726
uni_v1,40dB,0.07608059
uni_v1,40dB,-0.038399722
uni_v1,40dB,0.18586169
uni_v1,40dB,0.11035332
uni_v1,40dB,0.20466208
uni_v1,40dB,0.17233767
uni_v1,40dB,0.04334344
uni_v1,40dB,0.13988337
uni_v1,40dB,0.14605065
uni_v1,40dB,0.024879405
uni_v1,40dB,-0.041693717
uni_v1,40dB,0.26879627
uni_v1,40dB,0.09393996
uni_v1,40dB,0.18562973
uni_v1,40dB,0.28825682
uni_v1,40dB,0.1384509
uni_v1,40dB,0.0051329746
uni_v1,40dB,0.27518284
uni_v1,40dB,0.12122849
uni_v1,40dB,0.09784123
uni_v1,40dB,0.18536466
uni_v1,40dB,0.23165412
uni_v1,40dB,0.19227418
uni_v1,40dB,0.034169246
uni_v1,40dB,0.036408737
uni_v1,40dB,0.18655778
uni_v1,40dB,-0.02927709
uni_v1,40dB,-0.047132436
uni_v1,40dB,-0.061137
uni_v1,40dB,-0.00900329
uni_v1,40dB,0.239806
uni_v1,40dB,0.1776466
uni_v1,40dB,0.2290336
uni_v1,40dB,0.20906302
uni_v1,40dB,0.016227463
uni_v1,40dB,0.090976655
uni_v1,40dB,0.07394449
uni_v1,40dB,0.081636906
uni_v1,40dB,0.05757024
uni_v1,40dB,-0.29892698
uni_v1,40dB,0.28031105
uni_v1,40dB,0.24757685
uni_v1,40dB,0.13127166
uni_v1,40dB,-0.13682222
uni_v1,40dB,0.23996396
uni_v1,40dB,0.097100146
uni_v1,40dB,0.004353474
uni_v1,40dB,-0.006619001
uni_v1,40dB,-0.00406067
uni_v1,40dB,0.10285337
uni_v1,40dB,0.3704309
uni_v1,40dB,0.045254715
uni_v1,40dB,-0.24136035
uni_v1,40dB,0.024168659
uni_v1,40dB,0.06348416
uni_v1,40dB,-0.010765743
uni_v1,40dB,-0.040855393
uni_v1,40dB,0.16814277
uni_v1,40dB,0.18962474
uni_v1,40dB,0.18668126
uni_v1,40dB,0.1919901
uni_v1,40dB,0.14767745
uni_v1,40dB,-0.032858476
uni_v1,40dB,0.097032346
uni_v1,40dB,0.22577038
uni_v1,40dB,0.19209616
uni_v1,40dB,-0.028676655
uni_v1,40dB,0.023583522
uni_v1,40dB,0.11199128
uni_v1,40dB,0.22461137
uni_v1,40dB,0.15615018
uni_v1,40dB,0.12378856
uni_v1,40dB,0.37952685
uni_v1,40dB,0.0014324784
uni_v1,40dB,0.20182203
uni_v1,40dB,0.13995297
uni_v1,40dB,0.21371531
uni_v1,40dB,0.41755533
uni_v1,40dB,-0.024633117
uni_v1,40dB,0.35582522
uni_v1,40dB,0.13400872
uni_v1,40dB,0.13684301
uni_v1,40dB,0.08124969
uni_v1,40dB,0.14430992
uni_v1,40dB,-0.117837116
uni_v1,40dB,0.30357063
uni_v1,40dB,0.31396788
uni_v1,40dB,0.3635644
uni_v1,40dB,0.3290916
uni_v1,40dB,-0.07099281
uni_v1,40dB,-0.07908963
uni_v1,40dB,0.07047942
uni_v1,40dB,-0.14059918
uni_v1,40dB,0.07295534
uni_v1,40dB,0.30018777
uni_v1,40dB,0.04372129
uni_v1,40dB,0.11188381
uni_v1,40dB,0.044905357
uni_v1,40dB,-0.06557566
uni_v1,40dB,0.101228155
uni_v1,40dB,0.12258689
uni_v1,40dB,0.11541366
uni_v1,40dB,0.036678515
uni_v1,40dB,0.16024642
uni_v1,40dB,0.07948518
uni_v1,40dB,0.2265286
uni_v1,40dB,-0.31238893
uni_v1,40dB,0.098790646
uni_v1,40dB,-0.012875931
uni_v1,40dB,0.0016740353
uni_v1,40dB,0.31520647
uni_v1,40dB,0.14459476
uni_v1,40dB,0.31354243
uni_v1,40dB,-0.09318762
uni_v1,40dB,0.33853054
uni_v1,40dB,0.34862024
uni_v1,40dB,0.27307773
uni_v1,40dB,0.020468717
uni_v1,40dB,0.0736938
uni_v1,40dB,0.031755462
uni_v1,40dB,0.041902497
uni_v1,40dB,0.011272896
uni_v1,40dB,0.13140993
uni_v1,40dB,0.23001704
uni_v1,40dB,0.076860495
uni_v1,40dB,0.30628344
uni_v1,40dB,0.11305214
uni_v1,40dB,0.19409123
uni_v1,40dB,0.03241822
uni_v1,40dB,0.25840402
uni_v1,40dB,0.114418775
uni_v1,40dB,0.02897146
uni_v1,40dB,0.20009221
uni_v1,40dB,-0.035802826
uni_v1,40dB,0.2614696
uni_v1,40dB,0.29101288
uni_v1,40dB,0.058674734
uni_v1,40dB,0.04185527
uni_v1,40dB,0.0695806
uni_v1,40dB,0.16644382
uni_v1,40dB,0.24043763
uni_v1,40dB,0.010086998
uni_v1,40dB,0.083949
uni_v1,40dB,0.1808334
uni_v1,40dB,-0.022781607
uni_v1,40dB,-0.06580423
uni_v1,40dB,0.2718383
uni_v1,40dB,0.35198802
uni_v1,40dB,0.10243109
uni_v1,40dB,0.16473699
uni_v1,40dB,0.072559185
uni_v1,40dB,0.22461216
uni_v1,40dB,0.18829608
uni_v1,40dB,0.07559949
uni_v1,40dB,-0.085649036
uni_v1,40dB,-0.0028631054
uni_v1,40dB,0.19348374
uni_v1,40dB,0.2166348
uni_v1,40dB,0.008381666
uni_v1,40dB,-0.071778715
uni_v1,40dB,0.3322724
uni_v1,40dB,0.2087291
uni_v1,40dB,-0.13952252
uni_v1,40dB,0.34741503
uni_v1,40dB,-0.22286114
uni_v1,40dB,-0.17052257
uni_v1,40dB,0.19719437
uni_v1,40dB,0.1462864
uni_v1,40dB,-0.0531545
uni_v1,40dB,0.26538965
uni_v1,40dB,-0.05135348
uni_v1,40dB,0.12179891
uni_v1,40dB,0.19961077
uni_v1,40dB,0.006575094
uni_v1,40dB,-0.121091396
uni_v1,40dB,-0.03916979
uni_v1,40dB,-0.049180537
uni_v1,40dB,0.09817124
uni_v1,40dB,0.05725313
uni_v1,40dB,0.060642175
uni_v1,40dB,0.051268954
uni_v1,40dB,-0.0869483
uni_v1,40dB,0.15228122
uni_v1,40dB,0.13244921
uni_v1,40dB,0.26489058
uni_v1,40dB,0.12615809
uni_v1,40dB,0.16589664
uni_v1,40dB,0.0300803
uni_v1,40dB,-0.02334217
uni_v1,40dB,0.15134478
uni_v1,40dB,0.1632729
uni_v1,40dB,-0.012539281
uni_v1,40dB,0.3165831
uni_v1,40dB,0.07477209
uni_v1,40dB,0.4283835
uni_v1,40dB,0.17745711
uni_v1,40dB,0.009075819
uni_v1,40dB,0.10828571
uni_v1,40dB,-0.01668236
uni_v1,40dB,0.12302974
uni_v1,40dB,-0.17277834
uni_v1,40dB,0.13481978
uni_v1,40dB,0.17241967
uni_v1,40dB,0.30096567
uni_v1,40dB,0.1655083
uni_v1,40dB,0.052360587
uni_v1,40dB,-0.035996307
uni_v1,40dB,0.033706345
uni_v1,40dB,0.04931596
uni_v1,40dB,0.07786733
uni_v1,40dB,0.22313142
uni_v1,40dB,0.085107274
uni_v1,40dB,0.2721704
uni_v1,40dB,0.12612587
uni_v1,40dB,0.12020975
uni_v1,40dB,0.41519707
uni_v1,40dB,0.20991525
uni_v1,40dB,0.08849042
uni_v1,40dB,0.039318655
uni_v1,40dB,-0.17258164
uni_v1,40dB,0.11904594
uni_v1,40dB,0.22764361
uni_v1,40dB,0.17888834
uni_v1,40dB,0.17117196
uni_v1,40dB,-0.0043648626
uni_v1,40dB,0.19952069
uni_v1,40dB,0.27522123
uni_v1,40dB,0.25967303
uni_v1,40dB,0.21020924
uni_v1,40dB,0.09432609
uni_v1,40dB,0.391684
uni_v1,40dB,0.15495968
uni_v1,40dB,0.2574884
uni_v1,40dB,-0.11834377
uni_v1,40dB,0.063633665
uni_v1,40dB,0.04083783
uni_v1,40dB,0.15845598
uni_v1,40dB,0.32942876
uni_v1,40dB,0.18766023
uni_v1,40dB,-0.08008278
uni_v1,40dB,0.040431704
uni_v1,40dB,0.13022442
uni_v1,40dB,0.031796295
uni_v1,40dB,0.016163167
uni_v1,40dB,0.23790577
uni_v1,40dB,0.0616038
uni_v1,40dB,0.06485874
uni_v1,40dB,-0.12141512
uni_v1,40dB,0.034398757
uni_v1,40dB,0.18560658
uni_v1,40dB,0.4770375
uni_v1,40dB,0.09872991
uni_v1,40dB,0.19010168
uni_v1,40dB,0.107551366
uni_v1,40dB,0.17581494
uni_v1,40dB,0.003937248
uni_v1,40dB,0.31285048
uni_v1,40dB,0.12826683
uni_v1,40dB,0.22094795
uni_v1,40dB,-0.011030454
uni_v1,40dB,0.15189718
uni_v1,40dB,0.13151154
uni_v1,40dB,0.2715409
uni_v1,40dB,0.38028798
uni_v1,40dB,0.18737836
uni_v1,40dB,-0.055288576
uni_v1,40dB,0.035854287
uni_v1,40dB,0.31259355
uni_v1,40dB,-0.19661263
uni_v1,40dB,0.14910743
uni_v1,40dB,-0.039159134
uni_v1,40dB,0.04871634
uni_v1,40dB,0.30482912
uni_v1,40dB,-0.12538075
uni_v1,40dB,0.15333226
uni_v1,40dB,0.22898622
uni_v1,40dB,0.23450595
uni_v1,40dB,0.1077487
uni_v1,40dB,0.1382509
uni_v1,40dB,0.1131312
uni_v1,40dB,0.010477372
uni_v1,40dB,0.20254552
uni_v1,40dB,0.38169253
uni_v1,40dB,0.16988818
uni_v1,40dB,0.10886638
uni_v1,40dB,0.16759975
uni_v1,40dB,0.24660566
uni_v1,40dB,0.04944085
uni_v1,40dB,0.31451064
uni_v1,40dB,0.21443442
uni_v1,40dB,0.11140994
uni_v1,40dB,-0.052714184
uni_v1,40dB,0.08421544
uni_v1,40dB,0.048694987
uni_v1,40dB,2.1159649e-05
uni_v1,40dB,0.30649105
uni_v1,40dB,-0.06901691
uni_v1,40dB,0.029246956
uni_v1,40dB,0.04452332
uni_v1,40dB,-0.017835278
uni_v1,40dB,0.0036877156
uni_v1,40dB,0.0025562402
uni_v1,40dB,-0.0218662
uni_v1,40dB,0.31073898
uni_v1,40dB,-0.054348454
uni_v1,40dB,-0.253464
uni_v1,40dB,0.21558335
uni_v1,40dB,0.44866142
uni_v1,40dB,0.18582658
uni_v1,40dB,0.042862456
uni_v1,40dB,0.12757981
uni_v1,40dB,0.09603019
uni_v1,40dB,-0.37579083
uni_v1,40dB,0.17790502
uni_v1,40dB,0.19568102
uni_v1,40dB,0.19421086
uni_v1,40dB,-0.078176
uni_v1,40dB,0.25402406
uni_v1,40dB,0.019773295
uni_v1,40dB,0.55919623
uni_v1,40dB,0.20584947
uni_v1,40dB,0.09782624
uni_v1,40dB,-0.15816018
uni_v1,40dB,0.24717017
uni_v1,40dB,0.10438857
uni_v1,40dB,0.17601086
uni_v1,40dB,0.022770107
uni_v1,40dB,0.10910115
uni_v1,40dB,0.07604754
uni_v1,40dB,-0.050526775
uni_v1,40dB,0.040091284
uni_v1,40dB,0.13864021
uni_v1,40dB,0.25284398
uni_v1,40dB,-0.20890951
uni_v1,40dB,-0.033894863
uni_v1,40dB,-0.18021636
uni_v1,40dB,0.2482513
uni_v1,40dB,-0.08191977
uni_v1,40dB,0.26531398
uni_v1,40dB,-0.14302555
uni_v1,40dB,0.11246457
uni_v1,40dB,0.14297976
uni_v1,40dB,0.09546855
uni_v1,40dB,0.11924811
uni_v1,40dB,0.123882696
uni_v1,40dB,-0.22436462
uni_v1,40dB,0.12137802
uni_v1,40dB,0.23648109
uni_v1,40dB,-0.021803223
uni_v1,40dB,0.0770247
uni_v1,40dB,-0.027565792
uni_v1,40dB,0.07012751
uni_v1,40dB,0.16114259
uni_v1,40dB,0.14281586
uni_v1,40dB,0.072373666
uni_v1,40dB,0.24315715
uni_v1,40dB,0.15355
uni_v1,40dB,-0.13151199
uni_v1,40dB,0.12128404
uni_v1,40dB,-0.109943606
uni_v1,40dB,0.028189538
uni_v1,40dB,0.08738891
uni_v1,40dB,0.22464746
uni_v1,40dB,-0.0010973448
uni_v1,40dB,0.23198606
uni_v1,40dB,0.27053398
uni_v1,40dB,-0.15065823
uni_v1,40dB,-0.17970078
uni_v1,40dB,0.30886096
uni_v1,40dB,-0.02647466
uni_v1,40dB,0.19795325
uni_v1,40dB,0.038155343
uni_v1,40dB,0.06987714
uni_v1,40dB,-0.051126905
uni_v1,40dB,0.25300503
uni_v1,40dB,0.08100602
uni_v1,40dB,0.43249997
uni_v1,40dB,0.26274922
uni_v1,40dB,0.34945175
uni_v1,40dB,-0.013386864
uni_v1,40dB,0.18113244
uni_v1,40dB,0.07136964
uni_v1,40dB,0.20488869
uni_v1,40dB,-0.1446429
uni_v1,40dB,0.12765047
uni_v1,40dB,0.14966753
uni_v1,40dB,0.06466548
uni_v1,40dB,-0.007409051
uni_v1,40dB,0.23138237
uni_v1,40dB,0.18722057
uni_v1,40dB,0.2995934
uni_v1,40dB,0.3203896
uni_v1,40dB,0.20310001
uni_v1,40dB,-0.040716548
uni_v1,40dB,-0.11017952
uni_v1,40dB,0.33924755
uni_v1,40dB,0.34792182
uni_v1,40dB,-0.048383985
uni_v1,40dB,0.18683259
uni_v1,40dB,0.15896766
uni_v1,40dB,0.063344575
uni_v1,40dB,0.20131107
uni_v1,40dB,0.16922939
uni_v1,40dB,0.27537996
uni_v1,40dB,0.2039251
uni_v1,40dB,-0.094319165
uni_v1,40dB,0.13775146
uni_v1,40dB,0.083026186
uni_v1,40dB,0.28345636
uni_v1,40dB,0.20174527
uni_v1,40dB,0.21873234
uni_v1,40dB,0.13103013
uni_v1,40dB,0.17000574
uni_v1,40dB,0.088027656
uni_v1,40dB,0.058550358
uni_v1,40dB,0.05945197
uni_v1,40dB,0.047678974
uni_v1,40dB,-0.014122993
uni_v1,40dB,0.10211982
uni_v1,40dB,0.076960236
uni_v1,40dB,0.08291826
uni_v1,40dB,0.14627823
uni_v1,40dB,0.102702856
uni_v1,40dB,-0.03420165
uni_v1,40dB,-0.02548234
uni_v1,40dB,-0.08427697
uni_v1,40dB,0.22625971
uni_v1,40dB,-0.0829666
uni_v1,40dB,0.15376899
uni_v1,40dB,0.0781055
uni_v1,40dB,0.16224423
uni_v1,40dB,0.115907446
uni_v1,40dB,0.486197
uni_v1,40dB,-0.29971984
uni_v1,40dB,0.077414215
uni_v1,40dB,0.19569984
uni_v1,40dB,0.21579172
uni_v1,40dB,0.0445139
uni_v1,40dB,0.12115645
uni_v1,40dB,0.25005776
uni_v1,40dB,0.10798937
uni_v1,40dB,0.15200938
uni_v1,40dB,0.09105617
uni_v1,40dB,0.053332902
uni_v1,40dB,0.057498295
uni_v1,40dB,0.090981744
uni_v1,40dB,0.032070264
uni_v1,40dB,0.28556722
uni_v1,40dB,0.11695207
uni_v1,40dB,0.2933713
uni_v1,40dB,0.48001885
uni_v1,40dB,0.30988204
uni_v1,40dB,0.008317586
uni_v1,40dB,0.19706549
uni_v1,40dB,0.1055069
